Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID
Red Dawn,"$43,468,052","2,781","$44,806,783",Nov 21,"FilmDistrict

",https://www.boxofficemojo.com/release/rl1785562625/,65000000,Action Drama,PG-13,tt1234719
Star Wars: Episode I - The Phantom Menace2012 3D Release,"$43,456,382","2,655","$43,456,382",Feb 10,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1349682689/,115000000,Action Adventure Fantasy Sci-Fi,PG,tt0120915
Resident Evil: Retribution,"$42,345,531","3,016","$42,345,531",Sep 14,"Screen Gems

",https://www.boxofficemojo.com/release/rl2389542401/,65000000,Action Horror Sci-Fi Thriller,R,tt1855325
What to Expect When You're Expecting,"$41,152,203","3,021","$41,152,203",May 18,"Lionsgate

",https://www.boxofficemojo.com/release/rl3799549441/,40000000,Comedy Drama Romance,PG-13,tt1586265
Finding Nemo2012 3D Release,"$41,040,308","2,904","$41,128,283",Sep 14,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2706605569/,94000000,Adventure Animation Comedy Family,,tt0266543
End of Watch,"$40,766,734","2,780","$41,003,371",Sep 21,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl4233201153/,7000000,Action Crime Drama Thriller,R,tt1855199
The Artist,"$40,075,103","1,756","$44,671,682",Nov 25,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl2453833217/,15000000,Comedy Drama Romance,PG-13,tt1655442
This Is 40,"$38,951,960","2,931","$67,544,505",Dec 21,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1749190145/,35000000,Comedy Romance,R,tt1758830
Rock of Ages,"$38,518,613","3,470","$38,518,613",Jun 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1198294529/,75000000,Comedy Drama Musical Romance,PG-13,tt1336608
Abraham Lincoln: Vampire Hunter,"$37,519,139","3,109","$37,519,139",Jun 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl591431169/,69000000,Action Fantasy Horror Western,R,tt1611224
That's My Boy,"$36,931,089","3,030","$36,931,089",Jun 15,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2908128769/,70000000,Comedy,R,tt1232200
The Watch,"$35,353,000","3,168","$35,353,000",Jul 27,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl4049896961/,68000000,Comedy Sci-Fi,R,tt1298649
Step Up Revolution,"$35,074,677","2,606","$35,074,677",Jul 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl3681781249/,33000000,Drama Music Romance,PG-13,tt1800741
Frankenweenie,"$34,713,382","3,005","$35,291,068",Oct 5,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2169669121/,39000000,Animation Comedy Family Horror Sci-Fi,PG,tt1142977
Parental Guidance,"$33,993,350","3,368","$77,267,296",Dec 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2204730881/,25000000,Comedy Family,PG,tt1047540
House at the End of the Street,"$31,611,916","3,083","$31,611,916",Sep 21,"Relativity Media

",https://www.boxofficemojo.com/release/rl1834518017/,10000000,Drama Horror Thriller,PG-13,tt1582507
The Pirates! Band of Misfits,"$31,051,126","3,358","$31,051,126",Apr 27,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4050159105/,55000000,Adventure Animation Comedy Family,PG,tt1430626
The Five-Year Engagement,"$28,835,528","2,941","$28,835,528",Apr 27,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3679684097/,30000000,Comedy Romance,R,tt1195478
Silver Linings Playbook,"$28,458,986","2,809","$132,092,958",Nov 16,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1332839937/,21000000,Comedy Drama Romance,R,tt1045658
One for the Money,"$26,414,527","2,737","$26,414,527",Jan 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl3009840641/,40000000,Action Comedy Crime Thriller,PG-13,tt1598828
Alex Cross,"$25,869,488","2,541","$25,888,412",Oct 19,"Lionsgate

",https://www.boxofficemojo.com/release/rl3879765505/,35000000,Action Crime Mystery Thriller,PG-13,tt1712170
Katy Perry: Part of Me,"$25,326,071","2,732","$25,326,071",Jul 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3277686273/,12000000,Documentary Music,PG,tt2215719
Sparkle,"$24,397,469","2,244","$24,397,469",Aug 17,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3748693505/,14000000,Drama Music,PG-13,tt1876451
The Guilt Trip,"$22,770,921","2,431","$37,134,215",Dec 19,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3026552321/,40000000,Comedy Drama,PG-13,tt1694020
Premium Rush,"$20,275,446","2,255","$20,275,446",Aug 24,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2724955649/,35000000,Action Thriller,PG-13,tt1547234
Big Miracle,"$20,157,300","2,133","$20,157,300",Feb 3,"Universal Pictures

",https://www.boxofficemojo.com/release/rl492865025/,40000000,Biography Drama Family Romance,PG,tt1430615
"Monsters, Inc.2012 3D Release","$20,013,980","2,618","$34,043,006",Dec 19,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2036696577/,115000000,Adventure Animation Comedy Family Fantasy,G,tt0198781
Haywire,"$18,942,396","2,441","$18,942,396",Jan 20,"Relativity Media

",https://www.boxofficemojo.com/release/rl2539030017/,23000000,Action Drama Thriller,R,tt1506999
Man on a Ledge,"$18,620,000","2,998","$18,620,000",Jan 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl493061633/,42000000,Action Adventure Crime Thriller,PG-13,tt1568338
A Thousand Words,"$18,450,127","1,895","$18,450,127",Mar 9,"DreamWorks

",https://www.boxofficemojo.com/release/rl3846342145/,40000000,Comedy Drama,PG-13,tt0763831
Silent Hill: Revelation,"$17,529,157","2,933","$17,529,157",Oct 26,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl1550943745/,20000000,Fantasy Horror,R,tt0938330
The Raven,"$16,008,272","2,209","$16,008,272",Apr 27,"Relativity Media

",https://www.boxofficemojo.com/release/rl896370177/,26000000,Crime Mystery Thriller,R,tt1486192
The Man with the Iron Fists,"$15,634,090","1,872","$15,634,090",Nov 2,"Universal Pictures

",https://www.boxofficemojo.com/release/rl727942657/,15000000,Action,R,tt1258972
Seven Psychopaths,"$15,024,049","1,480","$15,024,049",Oct 12,"CBS Films

",https://www.boxofficemojo.com/release/rl1164871169/,15000000,Comedy Crime,R,tt1931533
Killing Them Softly,"$14,836,630","2,424","$15,026,056",Nov 30,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1565165057/,15000000,Crime Drama Thriller,R,tt1764234
Lockout,"$14,326,864","2,335","$14,326,864",Apr 13,"FilmDistrict

",https://www.boxofficemojo.com/release/rl2019657217/,20000000,Action Sci-Fi Thriller,PG-13,tt1592525
Hit and Run,"$13,749,300","2,870","$13,749,300",Aug 22,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl2589558273/,2000000,Action Comedy,R,tt2097307
Dredd,"$13,414,714","2,557","$13,414,714",Sep 21,"Lionsgate

",https://www.boxofficemojo.com/release/rl2823718401/,50000000,Action Crime Sci-Fi,R,tt1343727
People Like Us,"$12,434,778","2,055","$12,434,778",Jun 29,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl342394369/,16000000,Comedy Drama,PG-13,tt1716777
The Words,"$11,494,838","2,801","$11,494,838",Sep 7,"CBS Films

",https://www.boxofficemojo.com/release/rl310019585/,6000000,Drama Mystery Romance Thriller,PG-13,tt1840417
New Year's Eve,"$10,339,384","3,505","$54,544,638",Dec 9,"Warner Bros.

",https://www.boxofficemojo.com/release/rl963085825/,56000000,Comedy Romance,PG-13,tt1598822
The Darkest Hour,"$9,771,010","2,327","$21,443,494",Dec 25,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl374113793/,30000000,Action Adventure Horror Sci-Fi Thriller,PG-13,tt1093357
Fun Size,"$9,409,538","3,016","$9,409,538",Oct 26,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1968539137/,14000000,Adventure Comedy,PG-13,tt1663143
Seeking a Friend for the End of the World,"$7,078,738","1,625","$7,078,738",Jun 22,"Focus Features

",https://www.boxofficemojo.com/release/rl91129345/,10000000,Adventure Comedy Drama Romance Sci-Fi,R,tt1307068
The Muppets,"$6,835,954","3,440","$88,631,237",Nov 23,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3445982721/,45000000,Adventure Comedy Family Musical,PG,tt1204342
The Twilight Saga: Breaking Dawn - Part 1,"$6,445,179","4,066","$281,287,133",Nov 18,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3292956161/,110000000,Adventure Drama Fantasy Romance Thriller,PG-13,tt1324999
Chasing Mavericks,"$5,944,870","2,030","$6,002,756",Oct 26,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2087093761/,20000000,Biography Drama Sport,PG,tt1629757
Young Adult,"$5,004,756",987,"$16,311,571",Dec 9,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2356839937/,12000000,Comedy Drama,R,tt1625346
The Apparition,"$4,936,819",810,"$4,936,819",Aug 24,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1698858497/,17000000,Horror Thriller,PG-13,tt1433822
The Sitter,"$4,830,391","2,752","$30,441,326",Dec 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2373027329/,25000000,Comedy,R,tt1366344
Puss in Boots,"$4,009,554","3,963","$149,260,504",Oct 28,"DreamWorks

",https://www.boxofficemojo.com/release/rl1214940673/,130000000,Adventure Animation Comedy Family Fantasy Mystery,PG,tt0448694
Raiders of the Lost Ark2012 IMAX Release,"$3,125,613",322,"$3,125,613",Sep 7,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl4067067393/,18000000,Action Adventure,PG,tt0082971
Jack and Jill,"$2,459,220","3,438","$74,158,157",Nov 11,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2388297217/,79000000,Comedy,PG,tt0810913
Casablanca2011 Re-release,"$1,988,013",507,"$1,155,330",Mar 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3175646721/,950000,Drama Romance War,PG,tt0034583
Sea Rex 3D: Journey to a Prehistoric World,"$1,636,418",14,"$6,096,582",May 28,"3D Entertainment

",https://www.boxofficemojo.com/release/rl879658497/,5000000,Documentary Short,,tt1529567
The Dark Knight2012 Re-release,"$1,513,086",-,"$1,513,086",Jul 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl223118849/,185000000,Action Crime Drama Thriller,PG-13,tt0468569
Batman Begins2012 Re-release,"$1,508,658",-,"$1,508,658",Jul 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3712321025/,150000000,Action Adventure,PG-13,tt0372784
Zero Dark Thirty,"$1,442,732","2,946","$95,720,716",Dec 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1447527937/,40000000,Drama History Thriller War,R,tt1790885
Tower Heist,"$1,396,150","3,370","$78,046,570",Nov 4,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1668777473/,75000000,Action Comedy Crime,PG-13,tt0471042
The Oogieloves in the Big Balloon Adventure,"$1,065,907","2,160","$1,065,907",Aug 29,"Kenn Viselman Presents

",https://www.boxofficemojo.com/release/rl4100359681/,20000000,Adventure Family Fantasy Musical,,tt1520498
Immortals,"$901,009","3,120","$83,504,017",Nov 11,"Relativity Media

",https://www.boxofficemojo.com/release/rl779650561/,75000000,Action Drama Fantasy Romance,R,tt1253864
J. Edgar,"$812,979","1,985","$37,306,030",Nov 9,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3277489665/,35000000,Biography Drama Romance,R,tt1616195
The Polar Express2012 IMAX Release,"$667,342",17,"$669,289",Nov 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl275482113/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348
Moneyball,"$625,003","3,018","$75,605,492",Sep 23,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl459638273/,50000000,Biography Drama Sport,PG-13,tt1210166
In Time,"$507,964","3,127","$37,520,095",Oct 28,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3882321409/,40000000,Action Sci-Fi Thriller,PG-13,tt1637688
Courageous,"$482,247","1,214","$34,522,221",Sep 30,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl239961601/,2000000,Drama Fantasy,PG-13,tt1630036
Midnight in Paris,"$447,867","1,038","$56,817,045",May 20,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2825029121/,17000000,Comedy Fantasy Romance,PG-13,tt1605783
Dolphin Tale,"$364,063","3,515","$72,286,779",Sep 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl810452481/,37000000,Drama Family,PG,tt1564349
Drive,"$239,958","2,904","$35,061,555",Sep 16,"FilmDistrict

",https://www.boxofficemojo.com/release/rl2706277889/,15000000,Crime Drama,R,tt0780504
Middle of Nowhere,"$237,256",25,"$236,806",Oct 12,-,https://www.boxofficemojo.com/release/rl2959246849/,200000,Drama,R,tt1211890
Amour,"$228,167",333,"$6,739,492",Dec 19,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl4282615297/,8900000,Drama Romance,PG-13,tt1602620
The Help,"$227,581","3,014","$169,708,112",Aug 10,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl626624001/,25000000,Drama,PG-13,tt1454029
A Very Harold & Kumar Christmas,"$207,975","2,875","$35,061,031",Nov 4,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1213629953/,19000000,Adventure Comedy,R,tt1268799
Footloose2011 Re-release,"$187,763","3,555","$51,802,742",Oct 14,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1985119745/,24000000,Comedy Drama Music Romance,PG-13,tt1068242
Warriors of the Rainbow: Seediq Bale I,"$136,166",13,"$136,166",Apr 27,"Well Go USA Entertainment

",https://www.boxofficemojo.com/release/rl225347073/,23000000,Action Drama History,,tt2007993
Margin Call,"$116,530",199,"$5,354,039",Oct 21,"Roadside Attractions

",https://www.boxofficemojo.com/release/rl1667466753/,3500000,Drama Thriller,R,tt1615147
Not Fade Away,"$112,324",565,"$610,792",Dec 21,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl1800177153/,20000000,Drama,R,tt1230215
Take Shelter,"$63,135",91,"$1,730,296",Sep 30,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1735755265/,5000000,Drama Horror Thriller,R,tt1675192
Paranormal Activity 3,"$57,424","3,329","$104,028,807",Oct 21,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2624161281/,5000000,Horror Mystery,R,tt1778304
Fat Kid Rules the World,"$41,000",1,"$41,000",Oct 5,"Outsider Films

",https://www.boxofficemojo.com/release/rl273909249/,750000,Comedy Drama,R,tt1995304
Comic-Con Episode IV: A Fan's Hope,"$34,665",6,"$34,665",Apr 6,-,https://www.boxofficemojo.com/release/rl2622129665/,1500000,Documentary,PG-13,tt1605782
Mozart's Sister,"$26,456",36,"$707,885",Aug 19,"Music Box Films

",https://www.boxofficemojo.com/release/rl2674230785/,4500000,Biography Drama Music Romance,,tt1653911
The Guard,"$25,389",203,"$5,360,274",Jul 29,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl2488763905/,6000000,Comedy Crime Thriller,R,tt1540133
In Over My Head,"$19,482",1,"$19,482",Oct 26,-,https://www.boxofficemojo.com/release/rl3545990657/,100000,Comedy,,tt2206498
Marcelino Pan y Vino2012 Re-release,"$18,193",1,"$18,193",Oct 26,"Gigapix Releasing

",https://www.boxofficemojo.com/release/rl3109127681/,3000000,Drama Family,,tt1757806
Total Recall2012 Re-release,"$18,081",2,"$18,081",Aug 10,"Rialto Pictures

",https://www.boxofficemojo.com/release/rl41387521/,65000000,Action Sci-Fi Thriller,,tt0100802
The Prophet's Son,"$16,983",1,"$16,983",Sep 29,-,https://www.boxofficemojo.com/release/rl795510273/,2750000,Drama,,tt2093269
Dysfunctional Friends,"$13,546",2,"$13,546",Feb 3,"Datari Turner Productions

",https://www.boxofficemojo.com/release/rl3360589313/,5000000,Comedy Drama,,tt1653002
The Lion King2011 3D Release,"$10,992","2,340","$94,242,001",Sep 16,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3713959425/,45000000,Adventure Animation Drama Family Musical,G,tt0110357
Money Fight,"$9,004",1,"$9,004",Sep 21,"Pro-Motion Pictures

",https://www.boxofficemojo.com/release/rl2286061057/,4500000,Action Drama,PG-13,tt1121986
The Polar Express2011 IMAX Release,"$6,286",25,"$711,168",Nov 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl527140353/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348
Amigo,"$4,085",10,"$184,705",Aug 19,"Variance Films

",https://www.boxofficemojo.com/release/rl2386789889/,1500000,Drama War,R,tt1562847
Split: A Deeper Divide,"$2,000",1,"$2,000",Oct 12,"Feature Presentations Releasing

",https://www.boxofficemojo.com/release/rl309560833/,150000,Documentary,,tt2382420
Higher Ground2011 Re-release,"$1,595",81,"$841,733",Aug 26,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1431930369/,2000000,Drama,R,tt1562568
Redneck Carnage,$381,1,$706,Oct 29,-,https://www.boxofficemojo.com/release/rl1500349953/,20000,Horror,,tt1235168
Iron Man 3,"$409,013,994","4,253","$409,013,994",May 3,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1532659201/,200000000,Action Adventure Sci-Fi,PG-13,tt1300854
The Hunger Games: Catching Fire,"$395,526,705","4,163","$424,668,047",Nov 22,"Lionsgate

",https://www.boxofficemojo.com/release/rl2638775809/,130000000,Action Adventure Mystery Sci-Fi Thriller,PG-13,tt1951264
Despicable Me 2,"$367,793,270","4,003","$368,065,385",Jul 3,"Universal Pictures

",https://www.boxofficemojo.com/release/rl105874945/,76000000,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,tt1690953
Man of Steel,"$291,045,518","4,207","$291,045,518",Jun 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4034037249/,225000000,Action Adventure Sci-Fi,PG-13,tt0770828
Frozen,"$263,092,648","3,742","$400,738,009",Nov 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl357926401/,150000000,Adventure Animation Comedy Family Fantasy Musical,PG,tt2294629
Gravity,"$254,861,229","3,820","$274,092,705",Oct 4,"Warner Bros.

",https://www.boxofficemojo.com/release/rl89622017/,100000000,Drama Sci-Fi Thriller,PG-13,tt1454468
Fast & Furious 6,"$238,679,850","3,771","$238,679,850",May 24,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1028883969/,160000000,Action Adventure Thriller,PG-13,tt1905041
